Data_Zone,Council_area,SMR
S01010098,Glasgow City,86
S01010099,Glasgow City,63
S01010100,Glasgow City,103
S01010101,Glasgow City,99
S01010102,Glasgow City,47
S01010103,Glasgow City,32
S01010104,Glasgow City,69
S01010105,Glasgow City,142
S01010106,Glasgow City,158
S01010107,Glasgow City,138
S01010108,Glasgow City,158
S01010109,Glasgow City,172
S01010110,Glasgow City,121
S01010111,Glasgow City,224
S01010112,Glasgow City,164
S01010113,Glasgow City,166
S01010114,Glasgow City,159
S01010115,Glasgow City,89
S01010116,Glasgow City,130
S01010117,Glasgow City,62
S01010118,Glasgow City,157
S01010119,Glasgow City,171
S01010120,Glasgow City,182
S01010121,Glasgow City,195
S01010122,Glasgow City,241
S01010123,Glasgow City,211
S01010124,Glasgow City,131
S01010125,Glasgow City,141
S01010126,Glasgow City,113
S01010127,Glasgow City,118
S01010128,Glasgow City,121
S01010129,Glasgow City,719
S01010130,Glasgow City,221
S01010131,Glasgow City,156
S01010132,Glasgow City,143
S01010133,Glasgow City,141
S01010134,Glasgow City,125
S01010135,Glasgow City,126
S01010136,Glasgow City,125
S01010137,Glasgow City,90
S01010138,Glasgow City,163
S01010139,Glasgow City,102
S01010140,Glasgow City,89
S01010141,Glasgow City,166
S01010142,Glasgow City,112
S01010143,Glasgow City,127
S01010144,Glasgow City,142
S01010145,Glasgow City,135
S01010146,Glasgow City,206
S01010147,Glasgow City,211
S01010148,Glasgow City,181
S01010149,Glasgow City,398
S01010150,Glasgow City,143
S01010151,Glasgow City,111
S01010152,Glasgow City,117
S01010153,Glasgow City,129
S01010154,Glasgow City,126
S01010155,Glasgow City,93
S01010156,Glasgow City,69
S01010157,Glasgow City,148
S01010158,Glasgow City,109
S01010159,Glasgow City,92
S01010160,Glasgow City,207
S01010161,Glasgow City,206
S01010162,Glasgow City,35
S01010163,Glasgow City,169
S01010164,Glasgow City,203
S01010165,Glasgow City,153
S01010166,Glasgow City,112
S01010167,Glasgow City,122
S01010168,Glasgow City,125
S01010169,Glasgow City,139
S01010170,Glasgow City,126
S01010171,Glasgow City,156
S01010172,Glasgow City,127
S01010173,Glasgow City,112
S01010174,Glasgow City,113
S01010175,Glasgow City,99
S01010176,Glasgow City,105
S01010177,Glasgow City,153
S01010178,Glasgow City,189
S01010179,Glasgow City,151
S01010180,Glasgow City,145
S01010181,Glasgow City,120
S01010182,Glasgow City,63
S01010183,Glasgow City,134
S01010184,Glasgow City,69
S01010185,Glasgow City,149
S01010186,Glasgow City,92
S01010187,Glasgow City,106
S01010188,Glasgow City,175
S01010189,Glasgow City,67
S01010190,Glasgow City,55
S01010191,Glasgow City,76
S01010192,Glasgow City,54
S01010193,Glasgow City,108
S01010194,Glasgow City,106
S01010195,Glasgow City,116
S01010196,Glasgow City,142
S01010197,Glasgow City,161
S01010198,Glasgow City,217
S01010199,Glasgow City,123
S01010200,Glasgow City,124
S01010201,Glasgow City,107
S01010202,Glasgow City,170
S01010203,Glasgow City,53
S01010204,Glasgow City,106
S01010205,Glasgow City,237
S01010206,Glasgow City,143
S01010207,Glasgow City,151
S01010208,Glasgow City,183
S01010209,Glasgow City,181
S01010210,Glasgow City,118
S01010211,Glasgow City,160
S01010212,Glasgow City,194
S01010213,Glasgow City,113
S01010214,Glasgow City,99
S01010215,Glasgow City,96
S01010216,Glasgow City,138
S01010217,Glasgow City,95
S01010218,Glasgow City,128
S01010219,Glasgow City,119
S01010220,Glasgow City,26
S01010221,Glasgow City,176
S01010222,Glasgow City,136
S01010223,Glasgow City,132
S01010224,Glasgow City,210
S01010225,Glasgow City,142
S01010226,Glasgow City,183
S01010227,Glasgow City,312
S01010228,Glasgow City,174
S01010229,Glasgow City,156
S01010230,Glasgow City,117
S01010231,Glasgow City,164
S01010232,Glasgow City,171
S01010233,Glasgow City,139
S01010234,Glasgow City,103
S01010235,Glasgow City,174
S01010236,Glasgow City,165
S01010237,Glasgow City,72
S01010238,Glasgow City,110
S01010239,Glasgow City,146
S01010240,Glasgow City,91
S01010241,Glasgow City,129
S01010242,Glasgow City,182
S01010243,Glasgow City,168
S01010244,Glasgow City,230
S01010245,Glasgow City,219
S01010246,Glasgow City,155
S01010247,Glasgow City,125
S01010248,Glasgow City,115
S01010249,Glasgow City,78
S01010250,Glasgow City,95
S01010251,Glasgow City,111
S01010252,Glasgow City,188
S01010253,Glasgow City,207
S01010254,Glasgow City,145
S01010255,Glasgow City,163
S01010256,Glasgow City,96
S01010257,Glasgow City,112
S01010258,Glasgow City,44
S01010259,Glasgow City,125
S01010260,Glasgow City,132
S01010261,Glasgow City,95
S01010262,Glasgow City,185
S01010263,Glasgow City,48
S01010264,Glasgow City,159
S01010265,Glasgow City,47
S01010266,Glasgow City,48
S01010267,Glasgow City,181
S01010268,Glasgow City,135
S01010269,Glasgow City,310
S01010270,Glasgow City,139
S01010271,Glasgow City,57
S01010272,Glasgow City,128
S01010273,Glasgow City,20
S01010274,Glasgow City,17
S01010275,Glasgow City,17
S01010276,Glasgow City,72
S01010277,Glasgow City,134
S01010278,Glasgow City,179
S01010279,Glasgow City,251
S01010280,Glasgow City,55
S01010281,Glasgow City,78
S01010282,Glasgow City,137
S01010283,Glasgow City,126
S01010284,Glasgow City,242
S01010285,Glasgow City,94
S01010286,Glasgow City,42
S01010287,Glasgow City,75
S01010288,Glasgow City,59
S01010289,Glasgow City,42
S01010290,Glasgow City,148
S01010291,Glasgow City,160
S01010292,Glasgow City,112
S01010293,Glasgow City,87
S01010294,Glasgow City,92
S01010295,Glasgow City,53
S01010296,Glasgow City,79
S01010297,Glasgow City,144
S01010298,Glasgow City,125
S01010299,Glasgow City,113
S01010300,Glasgow City,136
S01010301,Glasgow City,89
S01010302,Glasgow City,139
S01010303,Glasgow City,106
S01010304,Glasgow City,145
S01010305,Glasgow City,179
S01010306,Glasgow City,142
S01010307,Glasgow City,24
S01010308,Glasgow City,74
S01010309,Glasgow City,119
S01010310,Glasgow City,154
S01010311,Glasgow City,167
S01010312,Glasgow City,180
S01010313,Glasgow City,199
S01010314,Glasgow City,114
S01010315,Glasgow City,141
S01010316,Glasgow City,147
S01010317,Glasgow City,123
S01010318,Glasgow City,127
S01010319,Glasgow City,110
S01010320,Glasgow City,145
S01010321,Glasgow City,220
S01010322,Glasgow City,84
S01010323,Glasgow City,221
S01010324,Glasgow City,156
S01010325,Glasgow City,119
S01010326,Glasgow City,145
S01010327,Glasgow City,294
S01010328,Glasgow City,89
S01010329,Glasgow City,137
S01010330,Glasgow City,136
S01010331,Glasgow City,139
S01010332,Glasgow City,198
S01010333,Glasgow City,131
S01010334,Glasgow City,123
S01010335,Glasgow City,141
S01010336,Glasgow City,118
S01010337,Glasgow City,126
S01010338,Glasgow City,190
S01010339,Glasgow City,137
S01010340,Glasgow City,162
S01010341,Glasgow City,118
S01010342,Glasgow City,52
S01010343,Glasgow City,106
S01010344,Glasgow City,163
S01010345,Glasgow City,81
S01010346,Glasgow City,124
S01010347,Glasgow City,126
S01010348,Glasgow City,105
S01010349,Glasgow City,161
S01010350,Glasgow City,113
S01010351,Glasgow City,91
S01010352,Glasgow City,135
S01010353,Glasgow City,165
S01010354,Glasgow City,126
S01010355,Glasgow City,156
S01010356,Glasgow City,166
S01010357,Glasgow City,144
S01010358,Glasgow City,177
S01010359,Glasgow City,164
S01010360,Glasgow City,135
S01010361,Glasgow City,175
S01010362,Glasgow City,138
S01010363,Glasgow City,76
S01010364,Glasgow City,49
S01010365,Glasgow City,81
S01010366,Glasgow City,76
S01010367,Glasgow City,53
S01010368,Glasgow City,95
S01010369,Glasgow City,63
S01010370,Glasgow City,58
S01010371,Glasgow City,48
S01010372,Glasgow City,80
S01010373,Glasgow City,93
S01010374,Glasgow City,75
S01010375,Glasgow City,87
S01010376,Glasgow City,108
S01010377,Glasgow City,83
S01010378,Glasgow City,51
S01010379,Glasgow City,108
S01010380,Glasgow City,82
S01010381,Glasgow City,197
S01010382,Glasgow City,110
S01010383,Glasgow City,159
S01010384,Glasgow City,231
S01010385,Glasgow City,83
S01010386,Glasgow City,157
S01010387,Glasgow City,152
S01010388,Glasgow City,164
S01010389,Glasgow City,82
S01010390,Glasgow City,100
S01010391,Glasgow City,116
S01010392,Glasgow City,49
S01010393,Glasgow City,73
S01010394,Glasgow City,114
S01010395,Glasgow City,84
S01010396,Glasgow City,104
S01010397,Glasgow City,66
S01010398,Glasgow City,127
S01010399,Glasgow City,86
S01010400,Glasgow City,81
S01010401,Glasgow City,73
S01010402,Glasgow City,56
S01010403,Glasgow City,88
S01010404,Glasgow City,70
S01010405,Glasgow City,78
S01010406,Glasgow City,57
S01010407,Glasgow City,52
S01010408,Glasgow City,80
S01010409,Glasgow City,88
S01010410,Glasgow City,62
S01010411,Glasgow City,52
S01010412,Glasgow City,230
S01010413,Glasgow City,65
S01010414,Glasgow City,79
S01010415,Glasgow City,145
S01010416,Glasgow City,44
S01010417,Glasgow City,58
S01010418,Glasgow City,73
S01010419,Glasgow City,61
S01010420,Glasgow City,75
S01010421,Glasgow City,80
S01010422,Glasgow City,66
S01010423,Glasgow City,145
S01010424,Glasgow City,145
S01010425,Glasgow City,78
S01010426,Glasgow City,131
S01010427,Glasgow City,103
S01010428,Glasgow City,66
S01010429,Glasgow City,74
S01010430,Glasgow City,112
S01010431,Glasgow City,53
S01010432,Glasgow City,107
S01010433,Glasgow City,259
S01010434,Glasgow City,84
S01010435,Glasgow City,108
S01010436,Glasgow City,166
S01010437,Glasgow City,136
S01010438,Glasgow City,125
S01010439,Glasgow City,183
S01010440,Glasgow City,156
S01010441,Glasgow City,105
S01010442,Glasgow City,195
S01010443,Glasgow City,104
S01010444,Glasgow City,109
S01010445,Glasgow City,154
S01010446,Glasgow City,102
S01010447,Glasgow City,141
S01010448,Glasgow City,119
S01010449,Glasgow City,148
S01010450,Glasgow City,124
S01010451,Glasgow City,136
S01010452,Glasgow City,117
S01010453,Glasgow City,145
S01010454,Glasgow City,77
S01010455,Glasgow City,138
S01010456,Glasgow City,100
S01010457,Glasgow City,87
S01010458,Glasgow City,80
S01010459,Glasgow City,99
S01010460,Glasgow City,84
S01010461,Glasgow City,108
S01010462,Glasgow City,198
S01010463,Glasgow City,96
S01010464,Glasgow City,111
S01010465,Glasgow City,77
S01010466,Glasgow City,80
S01010467,Glasgow City,111
S01010468,Glasgow City,62
S01010469,Glasgow City,166
S01010470,Glasgow City,161
S01010471,Glasgow City,148
S01010472,Glasgow City,129
S01010473,Glasgow City,104
S01010474,Glasgow City,145
S01010475,Glasgow City,161
S01010476,Glasgow City,96
S01010477,Glasgow City,129
S01010478,Glasgow City,115
S01010479,Glasgow City,120
S01010480,Glasgow City,80
S01010481,Glasgow City,186
S01010482,Glasgow City,79
S01010483,Glasgow City,115
S01010484,Glasgow City,186
S01010485,Glasgow City,100
S01010486,Glasgow City,72
S01010487,Glasgow City,97
S01010488,Glasgow City,563
S01010489,Glasgow City,170
S01010490,Glasgow City,158
S01010491,Glasgow City,128
S01010492,Glasgow City,208
S01010493,Glasgow City,145
S01010494,Glasgow City,124
S01010495,Glasgow City,186
S01010496,Glasgow City,150
S01010497,Glasgow City,174
S01010498,Glasgow City,161
S01010499,Glasgow City,153
S01010500,Glasgow City,206
S01010501,Glasgow City,172
S01010502,Glasgow City,121
S01010503,Glasgow City,156
S01010504,Highland,128
S01010505,Highland,70
S01010506,Highland,77
S01010507,Highland,105
S01010508,Highland,72
S01010509,Highland,58
S01010510,Highland,155
S01010511,Highland,73
S01010512,Highland,91
S01010513,Highland,51
S01010514,Highland,99
S01010515,Highland,96
S01010516,Highland,72
S01010517,Highland,55
S01010518,Highland,38
S01010519,Highland,118
S01010520,Highland,123
S01010521,Highland,109
S01010522,Highland,220
S01010523,Highland,51
S01010524,Highland,68
S01010525,Highland,63
S01010526,Highland,129
S01010527,Highland,74
S01010528,Highland,94
S01010529,Highland,91
S01010530,Highland,76
S01010531,Highland,128
S01010532,Highland,58
S01010533,Highland,99
S01010534,Highland,78
S01010535,Highland,74
S01010536,Highland,107
S01010537,Highland,43
S01010538,Highland,61
S01010539,Highland,69
S01010540,Highland,85
S01010541,Highland,68
S01010542,Highland,67
S01010543,Highland,69
S01010544,Highland,65
S01010545,Highland,88
S01010546,Highland,109
S01010547,Highland,81
S01010548,Highland,47
S01010549,Highland,92
S01010550,Highland,116
S01010551,Highland,51
S01010552,Highland,70
S01010553,Highland,59
S01010554,Highland,61
S01010555,Highland,90
S01010556,Highland,174
S01010557,Highland,78
S01010558,Highland,94
S01010559,Highland,104
S01010560,Highland,62
S01010561,Highland,72
S01010562,Highland,100
S01010563,Highland,108
S01010564,Highland,96
S01010565,Highland,92
S01010566,Highland,30
S01010567,Highland,173
S01010568,Highland,52
S01010569,Highland,98
S01010570,Highland,102
S01010571,Highland,59
S01010572,Highland,154
S01010573,Highland,103
S01010574,Highland,56
S01010575,Highland,82
S01010576,Highland,45
S01010577,Highland,117
S01010578,Highland,120
S01010579,Highland,116
S01010580,Highland,82
S01010581,Highland,42
S01010582,Highland,148
S01010583,Highland,76
S01010584,Highland,76
S01010585,Highland,84
S01010586,Highland,33
S01010587,Highland,60
S01010588,Highland,62
S01010589,Highland,79
S01010590,Highland,50
S01010591,Highland,40
S01010592,Highland,115
S01010593,Highland,52
S01010594,Highland,41
S01010595,Highland,45
S01010596,Highland,64
S01010597,Highland,54
S01010598,Highland,35
S01010599,Highland,66
S01010600,Highland,76
S01010601,Highland,87
S01010602,Highland,100
S01010603,Highland,76
S01010604,Highland,91
S01010605,Highland,61
S01010606,Highland,86
S01010607,Highland,78
S01010608,Highland,159
S01010609,Highland,148
S01010610,Highland,62
S01010611,Highland,130
S01010612,Highland,55
S01010613,Highland,106
S01010614,Highland,135
S01010615,Highland,128
S01010616,Highland,74
S01010617,Highland,51
S01010618,Highland,36
S01010619,Highland,117
S01010620,Highland,88
S01010621,Highland,85
S01010622,Highland,120
S01010623,Highland,36
S01010624,Highland,346
S01010625,Highland,69
S01010626,Highland,100
S01010627,Highland,86
S01010628,Highland,78
S01010629,Highland,137
S01010630,Highland,151
S01010631,Highland,123
S01010632,Highland,80
S01010633,Highland,94
S01010634,Highland,108
S01010635,Highland,117
S01010636,Highland,114
S01010637,Highland,131
S01010638,Highland,122
S01010639,Highland,107
S01010640,Highland,58
S01010641,Highland,124
S01010642,Highland,130
S01010643,Highland,170
S01010644,Highland,199
S01010645,Highland,99
S01010646,Highland,70
S01010647,Highland,149
S01010648,Highland,77
S01010649,Highland,125
S01010650,Highland,104
S01010651,Highland,116
S01010652,Highland,87
S01010653,Highland,64
S01010654,Highland,57
S01010655,Highland,60
S01010656,Highland,89
S01010657,Highland,91
S01010658,Highland,47
S01010659,Highland,70
S01010660,Highland,66
S01010661,Highland,90
S01010662,Highland,84
S01010663,Highland,62
S01010664,Highland,55
S01010665,Highland,65
S01010666,Highland,79
S01010667,Highland,67
S01010668,Highland,71
S01010669,Highland,58
S01010670,Highland,83
S01010671,Highland,41
S01010672,Highland,84
S01010673,Highland,102
S01010674,Highland,95
S01010675,Highland,81
S01010676,Highland,71
S01010677,Highland,30
S01010678,Highland,73
S01010679,Highland,127
S01010680,Highland,76
S01010681,Highland,125
S01010682,Highland,96
S01010683,Highland,93
S01010684,Highland,67
S01010685,Highland,88
S01010686,Highland,106
S01010687,Highland,78
S01010688,Highland,92
S01010689,Highland,62
S01010690,Highland,107
S01010691,Highland,63
S01010692,Highland,125
S01010693,Highland,51
S01010694,Highland,113
S01010695,Highland,95
S01010696,Highland,87
S01010697,Highland,76
S01010698,Highland,62
S01010699,Highland,80
S01010700,Highland,87
S01010701,Highland,73
S01010702,Highland,98
S01010703,Highland,70
S01010704,Highland,103
S01010705,Highland,66
S01010706,Highland,127
S01010707,Highland,54
S01010708,Highland,84
S01010709,Highland,42
S01010710,Highland,83
S01010711,Highland,70
S01010712,Highland,94
S01010713,Highland,70
S01010714,Highland,95
S01010715,Highland,84
S01010716,Highland,103
S01010717,Highland,51
S01010718,Highland,62
S01010719,Highland,128
S01010720,Highland,66
S01010721,Highland,65
S01010722,Highland,69
S01010723,Highland,69
S01010724,Highland,52
S01010725,Highland,59
S01010726,Highland,67
S01010727,Highland,71
S01010728,Highland,58
S01010729,Highland,75
S01010730,Highland,41
S01010731,Highland,83
S01010732,Highland,132
S01010733,Highland,159
S01010734,Highland,205
S01010735,Highland,132
S01010736,Highland,82
S01010737,Highland,69
S01010738,Highland,85
S01010739,Highland,83
S01010740,Highland,203
S01010741,Highland,130
S01010742,Highland,74
S01010743,Highland,114
S01010744,Highland,118
S01010745,Highland,94
S01010746,Highland,75
S01010747,Highland,112
S01010748,Highland,75
S01010749,Highland,86
S01010750,Highland,73
S01010751,Highland,102
S01010752,Highland,75
S01010753,Highland,67
S01010754,Highland,71
S01010755,Highland,96
S01010756,Highland,57
S01010757,Highland,72
S01010758,Highland,81
S01010759,Highland,95
S01010760,Highland,102
S01010761,Highland,80
S01010762,Highland,85
S01010763,Highland,69
S01010764,Highland,69
S01010765,Highland,82
S01010766,Highland,97
S01010767,Highland,75
S01010768,Highland,83
S01010769,Highland,64
S01010770,Highland,82
S01010771,Highland,62
S01010772,Highland,85
S01010773,Highland,71
S01010774,Highland,88
S01010775,Highland,94
S01010776,Highland,92
S01010777,Highland,135
S01010778,Highland,180
S01010779,Highland,121
S01010780,Highland,115
S01010781,Highland,74
S01010782,Highland,130
S01010783,Highland,105
S01010784,Highland,129
S01010785,Highland,63
S01010786,Highland,179
S01010787,Highland,94
S01010788,Highland,95
S01010789,Highland,76
S01010790,Highland,87
S01010791,Highland,70
S01010792,Highland,101
S01010793,Highland,63
S01010794,Highland,82
S01010795,Highland,62
S01010796,Highland,69
S01010797,Highland,63
S01010798,Highland,101
S01010799,Highland,81
S01010800,Highland,73
S01010801,Highland,124
S01010802,Highland,43
S01010803,Highland,133
S01010804,Highland,64
S01010805,Highland,81
S01010806,Highland,78
S01010807,Highland,103
S01010808,Highland,70
S01010809,Highland,133
S01010810,Highland,95
S01010811,Highland,75
S01010812,Highland,96
S01010813,Highland,67
S01010814,Highland,109
S01010815,Highland,35
S01010816,Inverclyde,54
S01010817,Inverclyde,45
S01010818,Inverclyde,38
S01010819,Inverclyde,86
S01010820,Inverclyde,57
S01010821,Inverclyde,42
S01010822,Inverclyde,126
S01010823,Inverclyde,399
S01010824,Inverclyde,28
S01010825,Inverclyde,59
S01010826,Inverclyde,52
S01010827,Inverclyde,40
S01010828,Inverclyde,65
S01010829,Inverclyde,41
S01010830,Inverclyde,121
S01010831,Inverclyde,110
S01010832,Inverclyde,93
S01010833,Inverclyde,47
S01010834,Inverclyde,48
S01010835,Inverclyde,66
S01010836,Inverclyde,87
S01010837,Inverclyde,77
S01010838,Inverclyde,115
S01010839,Inverclyde,46
S01010840,Inverclyde,75
S01010841,Inverclyde,66
S01010842,Inverclyde,100
S01010843,Inverclyde,91
S01010844,Inverclyde,82
S01010845,Inverclyde,91
S01010846,Inverclyde,121
S01010847,Inverclyde,47
S01010848,Inverclyde,116
S01010849,Inverclyde,117
S01010850,Inverclyde,182
S01010851,Inverclyde,95
S01010852,Inverclyde,110
S01010853,Inverclyde,97
S01010854,Inverclyde,140
S01010855,Inverclyde,168
S01010856,Inverclyde,150
S01010857,Inverclyde,133
S01010858,Inverclyde,122
S01010859,Inverclyde,124
S01010860,Inverclyde,89
S01010861,Inverclyde,141
S01010862,Inverclyde,164
S01010863,Inverclyde,128
S01010864,Inverclyde,63
S01010865,Inverclyde,65
S01010866,Inverclyde,126
S01010867,Inverclyde,85
S01010868,Inverclyde,155
S01010869,Inverclyde,42
S01010870,Inverclyde,112
S01010871,Inverclyde,110
S01010872,Inverclyde,56
S01010873,Inverclyde,187
S01010874,Inverclyde,67
S01010875,Inverclyde,91
S01010876,Inverclyde,134
S01010877,Inverclyde,92
S01010878,Inverclyde,103
S01010879,Inverclyde,115
S01010880,Inverclyde,142
S01010881,Inverclyde,97
S01010882,Inverclyde,112
S01010883,Inverclyde,117
S01010884,Inverclyde,145
S01010885,Inverclyde,153
S01010886,Inverclyde,43
S01010887,Inverclyde,121
S01010888,Inverclyde,153
S01010889,Inverclyde,134
S01010890,Inverclyde,118
S01010891,Inverclyde,140
S01010892,Inverclyde,134
S01010893,Inverclyde,122
S01010894,Inverclyde,161
S01010895,Inverclyde,129
S01010896,Inverclyde,117
S01010897,Inverclyde,149
S01010898,Inverclyde,179
S01010899,Inverclyde,130
S01010900,Inverclyde,84
S01010901,Inverclyde,90
S01010902,Inverclyde,112
S01010903,Inverclyde,211
S01010904,Inverclyde,220
S01010905,Inverclyde,196
S01010906,Inverclyde,107
S01010907,Inverclyde,84
S01010908,Inverclyde,130
S01010909,Inverclyde,181
S01010910,Inverclyde,90
S01010911,Inverclyde,128
S01010912,Inverclyde,115
S01010913,Inverclyde,56
S01010914,Inverclyde,90
S01010915,Inverclyde,73
S01010916,Inverclyde,142
S01010917,Inverclyde,66
S01010918,Inverclyde,134
S01010919,Inverclyde,120
S01010920,Inverclyde,101
S01010921,Inverclyde,108
S01010922,Inverclyde,139
S01010923,Inverclyde,113
S01010924,Inverclyde,134
S01010925,Inverclyde,130
S01010926,Inverclyde,92
S01010927,Inverclyde,115
S01010928,Inverclyde,149
S01010929,Inverclyde,143
S01010930,Midlothian,39
S01010931,Midlothian,70
S01010932,Midlothian,82
S01010933,Midlothian,67
S01010934,Midlothian,41
S01010935,Midlothian,108
S01010936,Midlothian,109
S01010937,Midlothian,122
S01010938,Midlothian,106
S01010939,Midlothian,81
S01010940,Midlothian,56
S01010941,Midlothian,72
S01010942,Midlothian,45
S01010943,Midlothian,119
S01010944,Midlothian,154
S01010945,Midlothian,125
S01010946,Midlothian,95
S01010947,Midlothian,88
S01010948,Midlothian,76
S01010949,Midlothian,139
S01010950,Midlothian,96
S01010951,Midlothian,71
S01010952,Midlothian,64
S01010953,Midlothian,108
S01010954,Midlothian,116
S01010955,Midlothian,70
S01010956,Midlothian,60
S01010957,Midlothian,74
S01010958,Midlothian,89
S01010959,Midlothian,92
S01010960,Midlothian,122
S01010961,Midlothian,65
S01010962,Midlothian,115
S01010963,Midlothian,56
S01010964,Midlothian,82
S01010965,Midlothian,91
S01010966,Midlothian,80
S01010967,Midlothian,99
S01010968,Midlothian,73
S01010969,Midlothian,119
S01010970,Midlothian,104
S01010971,Midlothian,89
S01010972,Midlothian,84
S01010973,Midlothian,63
S01010974,Midlothian,87
S01010975,Midlothian,91
S01010976,Midlothian,241
S01010977,Midlothian,79
S01010978,Midlothian,97
S01010979,Midlothian,125
S01010980,Midlothian,105
S01010981,Midlothian,68
S01010982,Midlothian,148
S01010983,Midlothian,65
S01010984,Midlothian,64
S01010985,Midlothian,83
S01010986,Midlothian,53
S01010987,Midlothian,38
S01010988,Midlothian,31
S01010989,Midlothian,62
S01010990,Midlothian,81
S01010991,Midlothian,87
S01010992,Midlothian,56
S01010993,Midlothian,71
S01010994,Midlothian,133
S01010995,Midlothian,75
S01010996,Midlothian,324
S01010997,Midlothian,71
S01010998,Midlothian,105
S01010999,Midlothian,86
S01011000,Midlothian,111
S01011001,Midlothian,105
S01011002,Midlothian,112
S01011003,Midlothian,89
S01011004,Midlothian,68
S01011005,Midlothian,138
S01011006,Midlothian,54
S01011007,Midlothian,123
S01011008,Midlothian,83
S01011009,Midlothian,114
S01011010,Midlothian,81
S01011011,Midlothian,124
S01011012,Midlothian,151
S01011013,Midlothian,106
S01011014,Midlothian,53
S01011015,Midlothian,73
S01011016,Midlothian,39
S01011017,Midlothian,76
S01011018,Midlothian,81
S01011019,Midlothian,51
S01011020,Midlothian,74
S01011021,Midlothian,105
S01011022,Midlothian,113
S01011023,Midlothian,94
S01011024,Midlothian,98
S01011025,Midlothian,184
S01011026,Midlothian,108
S01011027,Midlothian,115
S01011028,Midlothian,49
S01011029,Midlothian,86
S01011030,Midlothian,81
S01011031,Midlothian,106
S01011032,Midlothian,83
S01011033,Midlothian,94
S01011034,Midlothian,110
S01011035,Midlothian,112
S01011036,Midlothian,66
S01011037,Midlothian,94
S01011038,Midlothian,94
S01011039,Midlothian,82
S01011040,Midlothian,103
S01011041,Midlothian,188
S01011042,Midlothian,114
S01011043,Midlothian,72
S01011044,Midlothian,74
S01011045,Moray,83
S01011046,Moray,77
S01011047,Moray,75
S01011048,Moray,78
S01011049,Moray,122
S01011050,Moray,75
S01011051,Moray,89
S01011052,Moray,115
S01011053,Moray,98
S01011054,Moray,89
S01011055,Moray,67
S01011056,Moray,76
S01011057,Moray,69
S01011058,Moray,57
S01011059,Moray,91
S01011060,Moray,155
S01011061,Moray,98
S01011062,Moray,98
S01011063,Moray,80
S01011064,Moray,70
S01011065,Moray,112
S01011066,Moray,67
S01011067,Moray,82
S01011068,Moray,70
S01011069,Moray,87
S01011070,Moray,75
S01011071,Moray,98
S01011072,Moray,89
S01011073,Moray,91
S01011074,Moray,76
S01011075,Moray,94
S01011076,Moray,128
S01011077,Moray,81
S01011078,Moray,115
S01011079,Moray,91
S01011080,Moray,98
S01011081,Moray,105
S01011082,Moray,110
S01011083,Moray,113
S01011084,Moray,72
S01011085,Moray,86
S01011086,Moray,66
S01011087,Moray,93
S01011088,Moray,80
S01011089,Moray,84
S01011090,Moray,73
S01011091,Moray,77
S01011092,Moray,127
S01011093,Moray,56
S01011094,Moray,156
S01011095,Moray,96
S01011096,Moray,100
S01011097,Moray,39
S01011098,Moray,68
S01011099,Moray,141
S01011100,Moray,71
S01011101,Moray,137
S01011102,Moray,121
S01011103,Moray,109
S01011104,Moray,181
S01011105,Moray,79
S01011106,Moray,112
S01011107,Moray,107
S01011108,Moray,83
S01011109,Moray,72
S01011110,Moray,154
S01011111,Moray,81
S01011112,Moray,78
S01011113,Moray,112
S01011114,Moray,94
S01011115,Moray,98
S01011116,Moray,63
S01011117,Moray,69
S01011118,Moray,73
S01011119,Moray,99
S01011120,Moray,51
S01011121,Moray,106
S01011122,Moray,82
S01011123,Moray,88
S01011124,Moray,89
S01011125,Moray,114
S01011126,Moray,111
S01011127,Moray,53
S01011128,Moray,132
S01011129,Moray,144
S01011130,Moray,92
S01011131,Moray,82
S01011132,Moray,84
S01011133,Moray,130
S01011134,Moray,88
S01011135,Moray,82
S01011136,Moray,98
S01011137,Moray,48
S01011138,Moray,138
S01011139,Moray,81
S01011140,Moray,131
S01011141,Moray,143
S01011142,Moray,71
S01011143,Moray,66
S01011144,Moray,107
S01011145,Moray,71
S01011146,Moray,122
S01011147,Moray,76
S01011148,Moray,43
S01011149,Moray,18
S01011150,Moray,133
S01011151,Moray,61
S01011152,Moray,68
S01011153,Moray,98
S01011154,Moray,89
S01011155,Moray,99
S01011156,Moray,49
S01011157,Moray,49
S01011158,Moray,74
S01011159,Moray,84
S01011160,Moray,89
S01011161,Moray,80
S01011162,Moray,64
S01011163,Moray,161
S01011164,Moray,138
S01011165,Moray,104
S01011166,Moray,64
S01011167,Moray,100
S01011168,Moray,57
S01011169,Moray,38
S01011170,Moray,66
S01011171,North Ayrshire,73
S01011172,North Ayrshire,45
S01011173,North Ayrshire,96
S01011174,North Ayrshire,76
S01011175,North Ayrshire,111
S01011176,North Ayrshire,75
S01011177,North Ayrshire,75
S01011178,North Ayrshire,54
S01011179,North Ayrshire,104
S01011180,North Ayrshire,133
S01011181,North Ayrshire,85
S01011182,North Ayrshire,59
S01011183,North Ayrshire,142
S01011184,North Ayrshire,75
S01011185,North Ayrshire,69
S01011186,North Ayrshire,89
S01011187,North Ayrshire,63
S01011188,North Ayrshire,72
S01011189,North Ayrshire,128
S01011190,North Ayrshire,98
S01011191,North Ayrshire,102
S01011192,North Ayrshire,109
S01011193,North Ayrshire,149
S01011194,North Ayrshire,158
S01011195,North Ayrshire,76
S01011196,North Ayrshire,124
