Data_Zone,Council_area,SMR
S01007446,Clackmannanshire,35
S01007447,Clackmannanshire,54
S01007448,Clackmannanshire,79
S01007449,Clackmannanshire,91
S01007450,Clackmannanshire,122
S01007451,Clackmannanshire,92
S01007452,Clackmannanshire,111
S01007453,Clackmannanshire,110
S01007454,Clackmannanshire,84
S01007455,Clackmannanshire,115
S01007456,Clackmannanshire,171
S01007457,Clackmannanshire,269
S01007458,Clackmannanshire,58
S01007459,Clackmannanshire,73
S01007460,Clackmannanshire,144
S01007461,Clackmannanshire,163
S01007462,Clackmannanshire,132
S01007463,Clackmannanshire,139
S01007464,Clackmannanshire,103
S01007465,Clackmannanshire,180
S01007466,Clackmannanshire,113
S01007467,Clackmannanshire,109
S01007468,Clackmannanshire,101
S01007469,Clackmannanshire,135
S01007470,Clackmannanshire,141
S01007471,Clackmannanshire,69
S01007472,Clackmannanshire,127
S01007473,Clackmannanshire,113
S01007474,Clackmannanshire,71
S01007475,Clackmannanshire,67
S01007476,Clackmannanshire,89
S01007477,Clackmannanshire,83
S01007478,Clackmannanshire,81
S01007479,Clackmannanshire,86
S01007480,Clackmannanshire,112
S01007481,Dumfries and Galloway,59
S01007482,Dumfries and Galloway,124
S01007483,Dumfries and Galloway,87
S01007484,Dumfries and Galloway,98
S01007485,Dumfries and Galloway,95
S01007486,Dumfries and Galloway,196
S01007487,Dumfries and Galloway,153
S01007488,Dumfries and Galloway,90
S01007489,Dumfries and Galloway,67
S01007490,Dumfries and Galloway,151
S01007491,Dumfries and Galloway,201
S01007492,Dumfries and Galloway,107
S01007493,Dumfries and Galloway,94
S01007494,Dumfries and Galloway,76
S01007495,Dumfries and Galloway,79
S01007496,Dumfries and Galloway,63
S01007497,Dumfries and Galloway,84
S01007498,Dumfries and Galloway,109
S01007499,Dumfries and Galloway,95
S01007500,Dumfries and Galloway,100
S01007501,Dumfries and Galloway,100
S01007502,Dumfries and Galloway,76
S01007503,Dumfries and Galloway,106
S01007504,Dumfries and Galloway,86
S01007505,Dumfries and Galloway,68
S01007506,Dumfries and Galloway,90
S01007507,Dumfries and Galloway,84
S01007508,Dumfries and Galloway,89
S01007509,Dumfries and Galloway,70
S01007510,Dumfries and Galloway,86
S01007511,Dumfries and Galloway,140
S01007512,Dumfries and Galloway,82
S01007513,Dumfries and Galloway,122
S01007514,Dumfries and Galloway,111
S01007515,Dumfries and Galloway,113
S01007516,Dumfries and Galloway,90
S01007517,Dumfries and Galloway,162
S01007518,Dumfries and Galloway,87
S01007519,Dumfries and Galloway,74
S01007520,Dumfries and Galloway,87
S01007521,Dumfries and Galloway,75
S01007522,Dumfries and Galloway,112
S01007523,Dumfries and Galloway,103
S01007524,Dumfries and Galloway,80
S01007525,Dumfries and Galloway,158
S01007526,Dumfries and Galloway,100
S01007527,Dumfries and Galloway,62
S01007528,Dumfries and Galloway,60
S01007529,Dumfries and Galloway,69
S01007530,Dumfries and Galloway,62
S01007531,Dumfries and Galloway,79
S01007532,Dumfries and Galloway,91
S01007533,Dumfries and Galloway,71
S01007534,Dumfries and Galloway,72
S01007535,Dumfries and Galloway,70
S01007536,Dumfries and Galloway,109
S01007537,Dumfries and Galloway,86
S01007538,Dumfries and Galloway,138
S01007539,Dumfries and Galloway,80
S01007540,Dumfries and Galloway,114
S01007541,Dumfries and Galloway,106
S01007542,Dumfries and Galloway,88
S01007543,Dumfries and Galloway,110
S01007544,Dumfries and Galloway,73
S01007545,Dumfries and Galloway,66
S01007546,Dumfries and Galloway,77
S01007547,Dumfries and Galloway,46
S01007548,Dumfries and Galloway,101
S01007549,Dumfries and Galloway,77
S01007550,Dumfries and Galloway,81
S01007551,Dumfries and Galloway,49
S01007552,Dumfries and Galloway,104
S01007553,Dumfries and Galloway,113
S01007554,Dumfries and Galloway,106
S01007555,Dumfries and Galloway,87
S01007556,Dumfries and Galloway,153
S01007557,Dumfries and Galloway,92
S01007558,Dumfries and Galloway,74
S01007559,Dumfries and Galloway,64
S01007560,Dumfries and Galloway,95
S01007561,Dumfries and Galloway,131
S01007562,Dumfries and Galloway,75
S01007563,Dumfries and Galloway,75
S01007564,Dumfries and Galloway,111
S01007565,Dumfries and Galloway,64
S01007566,Dumfries and Galloway,124
S01007567,Dumfries and Galloway,60
S01007568,Dumfries and Galloway,102
S01007569,Dumfries and Galloway,133
S01007570,Dumfries and Galloway,62
S01007571,Dumfries and Galloway,54
S01007572,Dumfries and Galloway,167
S01007573,Dumfries and Galloway,90
S01007574,Dumfries and Galloway,115
S01007575,Dumfries and Galloway,104
S01007576,Dumfries and Galloway,135
S01007577,Dumfries and Galloway,120
S01007578,Dumfries and Galloway,163
S01007579,Dumfries and Galloway,77
S01007580,Dumfries and Galloway,185
S01007581,Dumfries and Galloway,83
S01007582,Dumfries and Galloway,94
S01007583,Dumfries and Galloway,171
S01007584,Dumfries and Galloway,92
S01007585,Dumfries and Galloway,64
S01007586,Dumfries and Galloway,105
S01007587,Dumfries and Galloway,82
S01007588,Dumfries and Galloway,53
S01007589,Dumfries and Galloway,109
S01007590,Dumfries and Galloway,78
S01007591,Dumfries and Galloway,106
S01007592,Dumfries and Galloway,103
S01007593,Dumfries and Galloway,135
S01007594,Dumfries and Galloway,209
S01007595,Dumfries and Galloway,90
S01007596,Dumfries and Galloway,90
S01007597,Dumfries and Galloway,82
S01007598,Dumfries and Galloway,87
S01007599,Dumfries and Galloway,126
S01007600,Dumfries and Galloway,109
S01007601,Dumfries and Galloway,104
S01007602,Dumfries and Galloway,78
S01007603,Dumfries and Galloway,80
S01007604,Dumfries and Galloway,72
S01007605,Dumfries and Galloway,65
S01007606,Dumfries and Galloway,66
S01007607,Dumfries and Galloway,63
S01007608,Dumfries and Galloway,88
S01007609,Dumfries and Galloway,121
S01007610,Dumfries and Galloway,156
S01007611,Dumfries and Galloway,117
S01007612,Dumfries and Galloway,102
S01007613,Dumfries and Galloway,104
S01007614,Dumfries and Galloway,64
S01007615,Dumfries and Galloway,105
S01007616,Dumfries and Galloway,119
S01007617,Dumfries and Galloway,69
S01007618,Dumfries and Galloway,115
S01007619,Dumfries and Galloway,122
S01007620,Dumfries and Galloway,77
S01007621,Dumfries and Galloway,57
S01007622,Dumfries and Galloway,74
S01007623,Dumfries and Galloway,65
S01007624,Dumfries and Galloway,60
S01007625,Dumfries and Galloway,65
S01007626,Dumfries and Galloway,50
S01007627,Dumfries and Galloway,56
S01007628,Dumfries and Galloway,63
S01007629,Dumfries and Galloway,99
S01007630,Dumfries and Galloway,86
S01007631,Dumfries and Galloway,69
S01007632,Dumfries and Galloway,72
S01007633,Dumfries and Galloway,104
S01007634,Dumfries and Galloway,82
S01007635,Dumfries and Galloway,112
S01007636,Dumfries and Galloway,111
S01007637,Dumfries and Galloway,88
S01007638,Dumfries and Galloway,102
S01007639,Dumfries and Galloway,97
S01007640,Dumfries and Galloway,91
S01007641,Dumfries and Galloway,72
S01007642,Dumfries and Galloway,98
S01007643,Dumfries and Galloway,60
S01007644,Dumfries and Galloway,93
S01007645,Dumfries and Galloway,61
S01007646,Dumfries and Galloway,48
S01007647,Dumfries and Galloway,55
S01007648,Dumfries and Galloway,40
S01007649,Dumfries and Galloway,83
S01007650,Dumfries and Galloway,48
S01007651,Dumfries and Galloway,43
S01007652,Dumfries and Galloway,106
S01007653,Dumfries and Galloway,71
S01007654,Dumfries and Galloway,132
S01007655,Dumfries and Galloway,70
S01007656,Dumfries and Galloway,76
S01007657,Dumfries and Galloway,85
S01007658,Dumfries and Galloway,88
S01007659,Dumfries and Galloway,96
S01007660,Dumfries and Galloway,107
S01007661,Dumfries and Galloway,69
S01007662,Dumfries and Galloway,106
S01007663,Dumfries and Galloway,64
S01007664,Dumfries and Galloway,128
S01007665,Dumfries and Galloway,74
S01007666,Dumfries and Galloway,49
S01007667,Dumfries and Galloway,77
S01007668,Dumfries and Galloway,127
S01007669,Dumfries and Galloway,132
S01007670,Dumfries and Galloway,129
S01007671,Dumfries and Galloway,135
S01007672,Dumfries and Galloway,77
S01007673,Dumfries and Galloway,100
S01007674,Dumfries and Galloway,77
S01007675,Dumfries and Galloway,52
S01007676,Dumfries and Galloway,38
S01007677,Dumfries and Galloway,73
S01007678,Dumfries and Galloway,87
S01007679,Dumfries and Galloway,42
S01007680,Dumfries and Galloway,60
S01007681,Dumfries and Galloway,40
S01007682,Dundee City,60
S01007683,Dundee City,49
S01007684,Dundee City,134
S01007685,Dundee City,54
S01007686,Dundee City,64
S01007687,Dundee City,76
S01007688,Dundee City,58
S01007689,Dundee City,143
S01007690,Dundee City,87
S01007691,Dundee City,122
S01007692,Dundee City,76
S01007693,Dundee City,130
S01007694,Dundee City,98
S01007695,Dundee City,84
S01007696,Dundee City,158
S01007697,Dundee City,87
S01007698,Dundee City,188
S01007699,Dundee City,155
S01007700,Dundee City,104
S01007701,Dundee City,87
S01007702,Dundee City,50
S01007703,Dundee City,141
S01007704,Dundee City,176
S01007705,Dundee City,340
S01007706,Dundee City,183
S01007707,Dundee City,41
S01007708,Dundee City,116
S01007709,Dundee City,129
S01007710,Dundee City,169
S01007711,Dundee City,122
S01007712,Dundee City,153
S01007713,Dundee City,96
S01007714,Dundee City,100
S01007715,Dundee City,106
S01007716,Dundee City,141
S01007717,Dundee City,172
S01007718,Dundee City,114
S01007719,Dundee City,104
S01007720,Dundee City,109
S01007721,Dundee City,118
S01007722,Dundee City,156
S01007723,Dundee City,120
S01007724,Dundee City,142
S01007725,Dundee City,155
S01007726,Dundee City,156
S01007727,Dundee City,162
S01007728,Dundee City,117
S01007729,Dundee City,141
S01007730,Dundee City,119
S01007731,Dundee City,126
S01007732,Dundee City,164
S01007733,Dundee City,76
S01007734,Dundee City,55
S01007735,Dundee City,70
S01007736,Dundee City,86
S01007737,Dundee City,102
S01007738,Dundee City,81
S01007739,Dundee City,83
S01007740,Dundee City,123
S01007741,Dundee City,112
S01007742,Dundee City,110
S01007743,Dundee City,122
S01007744,Dundee City,148
S01007745,Dundee City,117
S01007746,Dundee City,134
S01007747,Dundee City,102
S01007748,Dundee City,130
S01007749,Dundee City,104
S01007750,Dundee City,73
S01007751,Dundee City,106
S01007752,Dundee City,85
S01007753,Dundee City,145
S01007754,Dundee City,108
S01007755,Dundee City,107
S01007756,Dundee City,105
S01007757,Dundee City,80
S01007758,Dundee City,66
S01007759,Dundee City,108
S01007760,Dundee City,113
S01007761,Dundee City,66
S01007762,Dundee City,129
S01007763,Dundee City,64
S01007764,Dundee City,65
S01007765,Dundee City,55
S01007766,Dundee City,60
S01007767,Dundee City,60
S01007768,Dundee City,60
S01007769,Dundee City,81
S01007770,Dundee City,53
S01007771,Dundee City,61
S01007772,Dundee City,114
S01007773,Dundee City,67
S01007774,Dundee City,52
S01007775,Dundee City,164
S01007776,Dundee City,53
S01007777,Dundee City,26
S01007778,Dundee City,162
S01007779,Dundee City,87
S01007780,Dundee City,44
S01007781,Dundee City,113
S01007782,Dundee City,91
S01007783,Dundee City,156
S01007784,Dundee City,55
S01007785,Dundee City,131
S01007786,Dundee City,125
S01007787,Dundee City,94
S01007788,Dundee City,196
S01007789,Dundee City,180
S01007790,Dundee City,174
S01007791,Dundee City,183
S01007792,Dundee City,120
S01007793,Dundee City,149
S01007794,Dundee City,136
S01007795,Dundee City,117
S01007796,Dundee City,146
S01007797,Dundee City,173
S01007798,Dundee City,121
S01007799,Dundee City,38
S01007800,Dundee City,228
S01007801,Dundee City,222
S01007802,Dundee City,86
S01007803,Dundee City,158
S01007804,Dundee City,188
S01007805,Dundee City,131
S01007806,Dundee City,136
S01007807,Dundee City,77
S01007808,Dundee City,92
S01007809,Dundee City,81
S01007810,Dundee City,145
S01007811,Dundee City,102
S01007812,Dundee City,156
S01007813,Dundee City,128
S01007814,Dundee City,107
S01007815,Dundee City,127
S01007816,Dundee City,51
S01007817,Dundee City,151
S01007818,Dundee City,101
S01007819,Dundee City,89
S01007820,Dundee City,105
S01007821,Dundee City,75
S01007822,Dundee City,99
S01007823,Dundee City,82
S01007824,Dundee City,59
S01007825,Dundee City,66
S01007826,Dundee City,181
S01007827,Dundee City,115
S01007828,Dundee City,145
S01007829,Dundee City,101
S01007830,Dundee City,149
S01007831,Dundee City,109
S01007832,Dundee City,95
S01007833,Dundee City,100
S01007834,Dundee City,129
S01007835,Dundee City,49
S01007836,Dundee City,90
S01007837,Dundee City,62
S01007838,Dundee City,71
S01007839,Dundee City,158
S01007840,Dundee City,99
S01007841,Dundee City,104
S01007842,Dundee City,88
S01007843,Dundee City,143
S01007844,Dundee City,96
S01007845,Dundee City,143
S01007846,Dundee City,97
S01007847,Dundee City,92
S01007848,Dundee City,121
S01007849,Dundee City,93
S01007850,Dundee City,123
S01007851,Dundee City,91
S01007852,Dundee City,85
S01007853,Dundee City,129
S01007854,Dundee City,155
S01007855,Dundee City,157
S01007856,Dundee City,105
S01007857,Dundee City,103
S01007858,Dundee City,140
S01007859,Dundee City,144
S01007860,Dundee City,81
S01007861,Dundee City,102
S01007862,Dundee City,119
S01007863,Dundee City,117
S01007864,Dundee City,93
S01007865,Dundee City,23
S01007866,Dundee City,44
S01007867,Dundee City,71
S01007868,Dundee City,50
S01007869,Dundee City,126
S01007870,East Ayrshire,175
S01007871,East Ayrshire,120
S01007872,East Ayrshire,199
S01007873,East Ayrshire,156
S01007874,East Ayrshire,136
S01007875,East Ayrshire,93
S01007876,East Ayrshire,154
S01007877,East Ayrshire,187
S01007878,East Ayrshire,113
S01007879,East Ayrshire,103
S01007880,East Ayrshire,76
S01007881,East Ayrshire,113
S01007882,East Ayrshire,48
S01007883,East Ayrshire,93
S01007884,East Ayrshire,86
S01007885,East Ayrshire,101
S01007886,East Ayrshire,132
S01007887,East Ayrshire,104
S01007888,East Ayrshire,201
S01007889,East Ayrshire,103
S01007890,East Ayrshire,154
S01007891,East Ayrshire,128
S01007892,East Ayrshire,85
S01007893,East Ayrshire,82
S01007894,East Ayrshire,110
S01007895,East Ayrshire,116
S01007896,East Ayrshire,140
S01007897,East Ayrshire,74
S01007898,East Ayrshire,78
S01007899,East Ayrshire,85
S01007900,East Ayrshire,118
S01007901,East Ayrshire,122
S01007902,East Ayrshire,109
S01007903,East Ayrshire,113
S01007904,East Ayrshire,62
S01007905,East Ayrshire,124
S01007906,East Ayrshire,141
S01007907,East Ayrshire,109
S01007908,East Ayrshire,87
S01007909,East Ayrshire,112
S01007910,East Ayrshire,100
S01007911,East Ayrshire,137
S01007912,East Ayrshire,129
S01007913,East Ayrshire,170
S01007914,East Ayrshire,98
S01007915,East Ayrshire,108
S01007916,East Ayrshire,119
S01007917,East Ayrshire,162
S01007918,East Ayrshire,127
S01007919,East Ayrshire,78
S01007920,East Ayrshire,46
S01007921,East Ayrshire,136
S01007922,East Ayrshire,138
S01007923,East Ayrshire,116
S01007924,East Ayrshire,154
S01007925,East Ayrshire,48
S01007926,East Ayrshire,111
S01007927,East Ayrshire,82
S01007928,East Ayrshire,105
S01007929,East Ayrshire,63
S01007930,East Ayrshire,63
S01007931,East Ayrshire,97
S01007932,East Ayrshire,79
S01007933,East Ayrshire,74
S01007934,East Ayrshire,133
S01007935,East Ayrshire,85
S01007936,East Ayrshire,57
S01007937,East Ayrshire,63
S01007938,East Ayrshire,129
S01007939,East Ayrshire,92
S01007940,East Ayrshire,101
S01007941,East Ayrshire,39
S01007942,East Ayrshire,93
S01007943,East Ayrshire,83
S01007944,East Ayrshire,93
S01007945,East Ayrshire,83
S01007946,East Ayrshire,121
S01007947,East Ayrshire,85
S01007948,East Ayrshire,83
S01007949,East Ayrshire,73
S01007950,East Ayrshire,68
S01007951,East Ayrshire,74
S01007952,East Ayrshire,131
S01007953,East Ayrshire,127
S01007954,East Ayrshire,145
S01007955,East Ayrshire,111
S01007956,East Ayrshire,123
S01007957,East Ayrshire,132
S01007958,East Ayrshire,161
S01007959,East Ayrshire,72
S01007960,East Ayrshire,98
S01007961,East Ayrshire,133
S01007962,East Ayrshire,85
S01007963,East Ayrshire,179
S01007964,East Ayrshire,124
S01007965,East Ayrshire,149
S01007966,East Ayrshire,129
S01007967,East Ayrshire,132
S01007968,East Ayrshire,109
S01007969,East Ayrshire,83
S01007970,East Ayrshire,103
S01007971,East Ayrshire,116
S01007972,East Ayrshire,95
S01007973,East Ayrshire,59
S01007974,East Ayrshire,177
S01007975,East Ayrshire,116
S01007976,East Ayrshire,119
S01007977,East Ayrshire,114
S01007978,East Ayrshire,148
S01007979,East Ayrshire,74
S01007980,East Ayrshire,68
S01007981,East Ayrshire,62
S01007982,East Ayrshire,50
S01007983,East Ayrshire,113
S01007984,East Ayrshire,102
S01007985,East Ayrshire,139
S01007986,East Ayrshire,62
S01007987,East Ayrshire,62
S01007988,East Ayrshire,97
S01007989,East Ayrshire,92
S01007990,East Ayrshire,102
S01007991,East Ayrshire,29
S01007992,East Ayrshire,39
S01007993,East Ayrshire,49
S01007994,East Ayrshire,51
S01007995,East Ayrshire,68
S01007996,East Ayrshire,64
S01007997,East Ayrshire,73
S01007998,East Ayrshire,98
S01007999,East Ayrshire,105
S01008000,East Ayrshire,157
S01008001,East Ayrshire,97
S01008002,East Ayrshire,137
S01008003,East Ayrshire,163
S01008004,East Ayrshire,45
S01008005,East Ayrshire,62
S01008006,East Ayrshire,151
S01008007,East Ayrshire,198
S01008008,East Ayrshire,192
S01008009,East Ayrshire,169
S01008010,East Ayrshire,77
S01008011,East Ayrshire,123
S01008012,East Ayrshire,110
S01008013,East Ayrshire,145
S01008014,East Ayrshire,124
S01008015,East Ayrshire,106
S01008016,East Ayrshire,103
S01008017,East Ayrshire,91
S01008018,East Ayrshire,45
S01008019,East Ayrshire,122
S01008020,East Ayrshire,72
S01008021,East Ayrshire,53
S01008022,East Ayrshire,55
S01008023,East Ayrshire,18
S01008024,East Ayrshire,65
S01008025,East Ayrshire,69
S01008026,East Ayrshire,83
S01008027,East Ayrshire,255
S01008028,East Ayrshire,106
S01008029,East Ayrshire,161
S01008030,East Ayrshire,60
S01008031,East Ayrshire,99
S01008032,East Ayrshire,87
S01008033,East Dunbartonshire,65
S01008034,East Dunbartonshire,59
S01008035,East Dunbartonshire,56
S01008036,East Dunbartonshire,49
S01008037,East Dunbartonshire,94
S01008038,East Dunbartonshire,106
S01008039,East Dunbartonshire,58
S01008040,East Dunbartonshire,72
S01008041,East Dunbartonshire,74
S01008042,East Dunbartonshire,69
S01008043,East Dunbartonshire,56
S01008044,East Dunbartonshire,58
S01008045,East Dunbartonshire,69
S01008046,East Dunbartonshire,101
S01008047,East Dunbartonshire,75
S01008048,East Dunbartonshire,67
S01008049,East Dunbartonshire,53
S01008050,East Dunbartonshire,60
S01008051,East Dunbartonshire,73
S01008052,East Dunbartonshire,57
S01008053,East Dunbartonshire,72
S01008054,East Dunbartonshire,56
S01008055,East Dunbartonshire,55
S01008056,East Dunbartonshire,60
S01008057,East Dunbartonshire,72
S01008058,East Dunbartonshire,67
S01008059,East Dunbartonshire,24
S01008060,East Dunbartonshire,42
S01008061,East Dunbartonshire,130
S01008062,East Dunbartonshire,72
S01008063,East Dunbartonshire,32
S01008064,East Dunbartonshire,82
S01008065,East Dunbartonshire,62
S01008066,East Dunbartonshire,48
S01008067,East Dunbartonshire,69
S01008068,East Dunbartonshire,74
S01008069,East Dunbartonshire,64
S01008070,East Dunbartonshire,82
S01008071,East Dunbartonshire,73
S01008072,East Dunbartonshire,158
S01008073,East Dunbartonshire,51
S01008074,East Dunbartonshire,73
S01008075,East Dunbartonshire,45
S01008076,East Dunbartonshire,69
S01008077,East Dunbartonshire,40
S01008078,East Dunbartonshire,39
S01008079,East Dunbartonshire,74
S01008080,East Dunbartonshire,69
S01008081,East Dunbartonshire,79
S01008082,East Dunbartonshire,66
S01008083,East Dunbartonshire,53
S01008084,East Dunbartonshire,50
S01008085,East Dunbartonshire,55
S01008086,East Dunbartonshire,71
S01008087,East Dunbartonshire,69
S01008088,East Dunbartonshire,85
S01008089,East Dunbartonshire,60
S01008090,East Dunbartonshire,82
S01008091,East Dunbartonshire,60
S01008092,East Dunbartonshire,71
S01008093,East Dunbartonshire,104
S01008094,East Dunbartonshire,47
S01008095,East Dunbartonshire,52
S01008096,East Dunbartonshire,73
S01008097,East Dunbartonshire,73
S01008098,East Dunbartonshire,62
S01008099,East Dunbartonshire,69
S01008100,East Dunbartonshire,74
S01008101,East Dunbartonshire,96
S01008102,East Dunbartonshire,148
S01008103,East Dunbartonshire,137
S01008104,East Dunbartonshire,108
S01008105,East Dunbartonshire,123
S01008106,East Dunbartonshire,165
S01008107,East Dunbartonshire,62
S01008108,East Dunbartonshire,79
S01008109,East Dunbartonshire,41
S01008110,East Dunbartonshire,42
S01008111,East Dunbartonshire,48
S01008112,East Dunbartonshire,72
S01008113,East Dunbartonshire,61
S01008114,East Dunbartonshire,71
